title,release_date,rating,director,writer,genres,runtime,original_language,budget,revenue
Chi-Raq,04/12/2015 (US),58,Spike Lee,Spike Lee,"Dram,Suç,Komedi",2h 7m,İngilizce,-,-
Kursk,29/03/2019 (TR),67,Thomas Vinterberg,,"Dram,Tarih,Gerilim,Aksiyon",1h 58m,İngilizce,"$20,000,000.00",-
,26/02/1993 (US),74,Joel Schumacher,Ebbe Roe Smith,"Suç,Dram,Gerilim",1h 53m,İngilizce,"$25,000,000.00","$40,903,593.00"
Çıkış Yok,12/06/2022 (TR),69,Damien Power,,"Gerilim,Gizem",1h 35m,İngilizce,-,-
Willoughby Ailesi,22/04/2020 (US),71,Kris Pearn,Kris Pearn,"Animasyon,Komedi,Aile",1h 32m,İngilizce,-,-
Kağıttan Kentler,24/07/2015 (US),61,Jake Schreier,,"Gizem,Dram,Romantik",1h 49m,İngilizce,"$12,000,000.00","$85,500,000.00"
Yedi Kral Ölmeli,14/04/2023 (GB),72,Edward Bazalgette,Martha Hillier,"Aksiyon,Macera,Savaş",1h 51m,İngilizce,-,-
Ned Kelly,27/03/2003 (AU),60,Gregor Jordan,,"Aksiyon,Macera,Dram,Tarih",1h 50m,İngilizce,-,"$6,585,516.00"
,08/09/2006 (TR),60,Michael Mann,Michael Mann,"Aksiyon,Suç,Gerilim",2h 12m,İngilizce,"$135,000,000.00","$163,800,000.00"
Tinker Bell ve Kayıp Hazine,16/10/2009 (US),68,Klay Hall,,"Animasyon,Aile,Macera,Fantastik",1h 21m,İngilizce,-,-
,22/05/2010 (US),75,Isaac Florentine,David N. White,"Aksiyon,Gerilim",1h 36m,İngilizce,"$3,000,000.00","$282,548.00"
Otel,10/03/2006 (TR),60,Eli Roth,Eli Roth,Korku,1h 34m,İngilizce,"$4,800,000.00","$81,979,826.00"
Aramızdaki Sözler,12/01/2018 (TR),66,Hany Abu-Assad,J. Mills Goodloe,"Dram,Macera,Romantik",1h 52m,İngilizce,"$35,000,000.00","$62,832,209.00"
Akıbet,07/04/2017 (US),57,Elliott Lester,Javier Gullón,"Dram,Gerilim",1h 32m,İngilizce,"$10,500,000.00","$840,809.00"
Kuraldışı,18/04/2003 (US),65,John McTiernan,,"Aksiyon,Dram,Gizem,Gerilim,Suç",1h 38m,İngilizce,"$50,000,000.00","$42,792,561.00"
Moritanyalı,12/02/2021 (US),74,Kevin Macdonald,,"Dram,Gerilim",2h 9m,İngilizce,-,"$7,527,030.00"
Krater,12/05/2023 (US),67,Kyle Patrick Alvarez,John Griffin,"Bilim-Kurgu,Aksiyon,Macera,Aile",1h 44m,İngilizce,-,-
Three Dates to Forever,03/07/2023 (CA),50,Louise Alston,Tim James,"TV film,Komedi,Romantik",1h 30m,İngilizce,-,-
,31/08/2006 (US),61,Allen Coulter,,"Suç,Dram,Gizem,Gerilim",2h 6m,İngilizce,-,"$16,803,753.00"
Çılgın Aptal Aşk,29/07/2011 (US),73,John Requa,,"Komedi,Dram,Romantik",1h 58m,İngilizce,"$50,000,000.00","$145,079,584.00"
Johnny Dangerously,21/12/1984 (US),62,Amy Heckerling,Bernie Kukoff,"Komedi,Suç",1h 30m,İngilizce,"$9,000,000.00","$17,000,000.00"
,06/12/2019 (TR),66,Conrad Vernon,,"Aile,Animasyon,Komedi,Fantastik",1h 26m,İngilizce,"$40,000,000.00","$204,394,183.00"
Sandy Wexler,14/04/2017 (US),55,Steven Brill,Paul Sado,Komedi,2h 10m,İngilizce,-,-
,12/07/2019 (US),66,Michael Dowse,Tripper Clancy,"Aksiyon,Komedi",1h 33m,İngilizce,"$16,000,000.00","$32,400,000.00"
Marley ve Ben,25/12/2008 (US),72,David Frankel,,"Komedi,Aile",1h 55m,İngilizce,"$60,000,000.00","$255,700,000.00"
Sapık Dönüyor,14/10/1988 (US),63,Stan Winston,,"Fantastik,Korku",1h 26m,İngilizce,"$3,500,000.00","$4,400,000.00"
Şaşkın Dedektif,17/09/1999 (US),65,Les Mayfield,,"Aksiyon,Komedi,Suç",1h 33m,İngilizce,"$65,000,000.00","$117,758,500.00"
Trainspotting,27/09/1996 (TR),80,Danny Boyle,,"Dram,Suç",1h 34m,İngilizce,"$4,000,000.00","$72,000,000.00"
Hotel Desire,07/12/2011 (DE),61,Sergej Moya,,"Dram,Romantik",38m,Almanca,"$230,758.00",-
,25/12/1998 (US),65,Robert Rodriguez,,"Korku,Bilim-Kurgu,Gizem",1h 44m,İngilizce,"$15,000,000.00","$40,283,321.00"
Kasabanın Namusu,25/12/1993 (US),76,George P. Cosmatos,,"Vahşi Batı,Aksiyon",2h 10m,İngilizce,"$25,000,000.00","$56,500,000.00"
Mükemmel Mavi,28/02/1998 (JP),83,Satoshi Kon,,"Animasyon,Gerilim",1h 22m,Japonca,"$830,000.00","$112,536.00"
Hızlı Yaşayanlar,18/10/1996 (US),69,Doug Liman,,Komedi,1h 36m,İngilizce,"$200,000.00","$4,505,922.00"
,07/10/2022 (TR),61,David O. Russell,David O. Russell,"Gizem,Komedi,Dram",2h 14m,İngilizce,"$80,000,000.00","$31,245,810.00"
Liao Zhai - Home for the Intimate Ghosts,03/05/1991 (HK),74,Lam Yee Hung,,Fantastik,1h 23m,Cantonese,-,-
Karanlığın Elli Tonu,10/02/2017 (TR),65,James Foley,,"Dram,Romantik",1h 58m,İngilizce,"$55,000,000.00","$378,800,000.00"
,31/10/1941 (US),70,Norman Ferguson,,"Animasyon,Aile",1h 3m,İngilizce,"$812,000.00","$1,600,000.00"
Sniper: The White Raven,24/08/2022 (UA),76,Marian Bushan,Marian Bushan,"Savaş,Aksiyon,Dram",2h,Ukraynaca,"$1,000,000.00",$881.00
İsyan,20/07/2012 (TR),59,Stephen St. Leger,Stephen St. Leger,"Aksiyon,Gerilim,Bilim-Kurgu",1h 35m,İngilizce,"$20,000,000.00","$32,948,113.00"
İkiz Kan,10/08/1991 (US),61,Sheldon Lettich,,"Gerilim,Aksiyon,Suç,Dram",1h 38m,İngilizce,"$15,000,000.00","$30,102,717.00"
Kapris,25/02/1987 (IT),53,Tinto Brass,Tinto Brass,Dram,1h 38m,İtalyanca,-,-
En Süper Kahraman,28/03/2008 (US),52,Craig Mazin,Craig Mazin,"Komedi,Aksiyon,Bilim-Kurgu",1h 15m,İngilizce,"$35,000,000.00","$25,871,834.00"
Toplum Zararlısı,12/01/1996 (US),70,Paris Barclay,,Komedi,1h 29m,İngilizce,"$3,800,000.00","$20,100,000.00"
Sevimli Aile Tatilde,29/07/1983 (US),71,Harold Ramis,,"Komedi,Macera",1h 39m,İngilizce,"$15,000,000.00","$61,400,000.00"
Demir Dev,06/08/1999 (US),79,Brad Bird,Ted Hughes,"Aile,Animasyon,Bilim-Kurgu,Macera",1h 26m,İngilizce,"$50,000,000.00","$23,300,000.00"
Darbe,06/02/2009 (US),62,Paul McGuigan,David Bourla,"Bilim-Kurgu,Aksiyon,Macera,Gerilim",1h 51m,İngilizce,"$38,000,000.00","$49,678,401.00"
Yedinci Hayat,01/09/2017 (TR),72,Tommy Wirkola,Kerry Williamson,"Bilim-Kurgu,Gerilim,Dram,Gizem,Aksiyon",2h 3m,İngilizce,"$20,000,000.00","$27,975,429.00"
Dört Kardeş,11/08/2005 (US),68,John Singleton,David Elliot,"Aksiyon,Suç",1h 49m,İngilizce,"$45,000,000.00","$92,374,674.00"
Kim Kiminle Nerede?,19/06/2009 (US),71,Woody Allen,Woody Allen,"Komedi,Romantik",1h 33m,İngilizce,"$15,000,000.00","$36,020,534.00"
Öğretmenler Odası,02/02/2024 (TR),73,İlker Çatak,,"Dram,Gerilim",1h 39m,Almanca,-,-
Aeon Flux: Gelecek Flux'ta,17/02/2006 (TR),56,Karyn Kusama,,"Bilim-Kurgu,Aksiyon,Gerilim",1h 33m,İngilizce,"$62,000,000.00","$53,321,673.00"
Us Again,05/03/2021 (US),78,Zach Parrish,Zach Parrish,"Animasyon,Dram,Aile",7m,İngilizce,-,-
Beni Deli Etme,12/12/1980 (US),65,Sidney Poitier,Bruce Jay Friedman,Komedi,1h 51m,İngilizce,"$10,000,000.00","$101,300,000.00"
Zorro 2: Maskeli Kahraman,16/07/1998 (US),66,Martin Campbell,,"Aksiyon,Macera",2h 16m,İngilizce,"$95,000,000.00","$250,300,000.00"
Frida,29/08/2002 (US),74,Julie Taymor,,"Dram,Romantik",2h 3m,İngilizce,"$12,000,000.00","$56,298,474.00"
Üç Kabadayı,12/12/1986 (US),63,John Landis,,"Komedi,Vahşi Batı,Dram",1h 43m,İngilizce,"$25,000,000.00","$39,200,000.00"
Frances Ha,17/05/2013 (US),74,Noah Baumbach,Noah Baumbach,"Komedi,Dram",1h 26m,İngilizce,-,"$4,069,826.00"
Ben-Hur,09/09/2016 (TR),57,Timur Bekmambetov,,"Aksiyon,Tarih,Macera,Dram",2h 5m,İngilizce,"$100,000,000.00","$94,061,311.00"
Leroy ve Stitch,23/06/2006 (US),65,Roberts Gannaway,Roberts Gannaway,"Animasyon,Komedi,Aile",1h 13m,İngilizce,-,-
Scrooged,22/11/1988 (US),68,Richard Donner,Michael O'Donoghue,"Fantastik,Komedi,Dram",1h 41m,İngilizce,"$32,000,000.00","$60,300,000.00"
Frankenstein: Ölümsüzlerin Savaşı,24/01/2014 (TR),53,Stuart Beattie,,"Korku,Gerilim",1h 32m,İngilizce,"$65,000,000.00","$76,801,179.00"
Bitmeyen Balayı,30/03/1958 (US),78,Orson Welles,,"Suç,Gerilim,Gizem",1h 51m,İngilizce,"$829,000.00","$2,247,500.00"
Savaşçılar,09/02/1979 (US),77,Walter Hill,,"Aksiyon,Gerilim",1h 34m,İngilizce,"$4,000,000.00","$22,490,039.00"
Naruto Shippuuden: Movie 4 - The Lost Tower,31/07/2010 (JP),70,Masahiko Murata,,"Macera,Aksiyon,Animasyon",1h 25m,Japonca,-,"$8,500,000.00"
,01/07/2002 (US),46,Rick Rosenthal,,"Korku,Gerilim",1h 34m,İngilizce,"$13,000,000.00","$37,700,000.00"
,23/12/2009 (US),56,Betty Thomas,Jon Vitti,"Komedi,Aile,Animasyon,Fantastik,Müzik",1h 28m,İngilizce,"$75,000,000.00","$443,140,005.00"
Suikastçi Topluluğu,21/09/2018 (CA),63,Sam Levinson,Sam Levinson,"Gerilim,Korku,Komedi",1h 48m,İngilizce,"$7,000,000.00","$2,900,000.00"
,20/10/2021 (GB),64,Adam Randall,,"Korku,Gerilim,Aksiyon",1h 48m,İngilizce,"$21,700,000.00",-
Scott Pilgrim Dünyaya Karşı,13/08/2010 (US),75,Edgar Wright,,"Aksiyon,Komedi,Romantik",1h 52m,İngilizce,"$85,000,000.00","$48,000,000.00"
Alvin ve Sincaplar,16/12/2007 (US),58,Tim Hill,,"Komedi,Aile,Fantastik,Animasyon",1h 31m,İngilizce,"$60,000,000.00","$361,366,633.00"
Videodrome,04/02/1983 (CA),73,David Cronenberg,David Cronenberg,"Korku,Bilim-Kurgu,Gizem",1h 28m,İngilizce,"$5,952,000.00","$2,120,439.00"
Haydut,14/12/2001 (TR),63,Barry Levinson,,"Komedi,Suç",2h 3m,İngilizce,"$75,000,000.00","$67,631,903.00"
,13/11/1992 (US),75,Francis Ford Coppola,,"Romantik,Korku",2h 7m,İngilizce,"$40,000,000.00","$215,900,000.00"
The Final Chapter,16/03/1989 (US),37,Joe D'Amato,,Dram,1h 33m,İtalyanca,-,-
Sevimli Hırsız,23/05/1991 (US),57,Michael Lehmann,,"Aksiyon,Macera,Komedi",1h 40m,İngilizce,"$65,000,000.00","$17,218,080.00"
Parti Hayvanları,20/10/2006 (TR),59,Steve Oedekerk,Steve Oedekerk,"Animasyon,Komedi,Aile",1h 25m,İngilizce,"$51,000,000.00","$116,500,000.00"
,20/10/2000 (TR),70,Paul Brizzi,Paul Brizzi,"Animasyon,Aile,Müzik",1h 14m,İngilizce,"$80,000,000.00","$60,655,420.00"
Becky'nin Gazabı,17/05/2024 (TR),64,Suzanne Coote,,"Aksiyon,Korku,Gerilim",1h 23m,İngilizce,-,-
Silinmiş Çocuk,02/11/2018 (US),70,Joel Edgerton,,Dram,1h 55m,İngilizce,"$15,000,000.00","$7,900,000.00"
While We Sleep,01/10/2021 (US),51,Andrzej Sekula,Brian Gross,Korku,1h 32m,İngilizce,-,-
Killerman,30/08/2019 (US),63,Malik Bader,Malik Bader,"Aksiyon,Gerilim",1h 52m,İngilizce,-,-
Tavşan Peter,23/02/2018 (TR),67,Will Gluck,Will Gluck,"Animasyon,Macera,Aile",1h 33m,İngilizce,"$50,000,000.00","$351,266,433.00"
,25/08/1979 (IT),66,Lucio Fulci,Elisa Briganti,Korku,1h 31m,İtalyanca,-,-
V for Vendetta,31/03/2006 (TR),79,James McTeigue,,"Aksiyon,Gerilim,Bilim-Kurgu",2h 14m,İngilizce,"$54,000,000.00","$132,511,035.00"
South Park: Sinema Filmi,30/06/1999 (US),73,Trey Parker,Trey Parker,"Animasyon,Komedi",1h 21m,İngilizce,"$21,000,000.00","$83,100,000.00"
Skandal,20/12/2019 (TR),68,Jay Roach,Charles Randolph,Dram,1h 49m,İngilizce,"$32,000,000.00","$61,404,394.00"
Boynuzlar,29/10/2021 (US),63,Scott Cooper,,"Dram,Korku,Gizem",1h 39m,İngilizce,"$17,000,000.00","$18,867,659.00"
,10/11/2017 (US),63,Sean Anders,Sean Anders,Komedi,1h 40m,İngilizce,"$69,000,000.00","$180,613,180.00"
Good Burger 2,22/11/2023 (US),67,Phil Traill,Kevin Kopelow,"Aile,Komedi",1h 31m,İngilizce,-,-
Goon,24/02/2012 (US),64,Michael Dowse,,"Komedi,Dram",1h 32m,İngilizce,-,"$6,483,963.00"
Gezginler,09/04/2021 (US),60,Neil Burger,Neil Burger,"Bilim-Kurgu,Gerilim",1h 48m,İngilizce,"$20,000,000.00","$4,298,184.00"
Arızalı Çiftler,09/10/2009 (US),56,Peter Billingsley,,"Komedi,Romantik",1h 53m,İngilizce,"$70,000,000.00","$171,844,840.00"
Sevgili,22/01/1992 (FR),70,Jean-Jacques Annaud,,"Dram,Romantik",1h 55m,Fransızca,-,"$5,013,090.00"
Haydut Kral,09/11/2018 (US),68,David Mackenzie,,"Aksiyon,Tarih,Savaş",2h 1m,İngilizce,-,-
Minik Kahramanlar,05/12/1997 (GB),60,Peter Hewitt,,"Macera,Fantastik,Aksiyon,Komedi,Aile",1h 26m,İngilizce,"$29,000,000.00","$22,619,699.00"
,02/04/2021 (US),66,Evan Spiliotopoulos,,"Korku,Gizem",1h 39m,İngilizce,"$10,000,000.00","$30,800,000.00"
Bay Hiçkimse,12/04/2010 (TR),78,Jaco Van Dormael,Jaco Van Dormael,"Bilim-Kurgu,Dram,Romantik",2h 21m,İngilizce,"$47,000,000.00","$2,331,721.00"
Alev Almış Bir Genç Kızın Portresi,03/10/2019 (TR),81,Céline Sciamma,,"Dram,Romantik",1h 59m,Fransızca,"$5,740,000.00","$9,923,127.00"
Sonsuz Fırtına,25/03/2022 (US),58,Małgorzata Szumowska,Joshua Rollins,"Gerilim,Macera,Dram,Gizem",1h 37m,İngilizce,"$4,749,917.00","$1,707,067.00"
Kurtarıcılar,22/06/1977 (US),68,Wolfgang Reitherman,,"Fantastik,Aile,Animasyon,Macera",1h 18m,İngilizce,"$7,500,000.00","$169,000,000.00"
Ölümcül Bedel,02/02/2001 (US),55,Jamie Blanks,,"Korku,Gerilim",1h 36m,İngilizce,"$10,000,000.00","$16,300,000.00"
,11/11/2011 (TR),67,Stéphane Rybojad,Stéphane Rybojad,"Aksiyon,Dram,Savaş",1h 49m,Fransızca,"$10,000,000.00","$3,424,648.00"
Havaalanı 3,11/03/1977 (US),56,Jerry Jameson,,"Aksiyon,Macera,Dram,Gerilim",1h 54m,İngilizce,"$6,000,000.00","$30,000,000.00"
Onur Savaşı,18/10/2013 (TR),81,Thomas Vinterberg,,Dram,1h 55m,Danca,"$3,800,000.00","$18,300,000.00"
,20/03/2009 (US),62,Alex Proyas,,"Aksiyon,Gizem,Bilim-Kurgu,Gerilim",2h 1m,İngilizce,"$50,000,000.00","$155,446,362.00"
,05/02/2021 (US),55,Mike Cahill,,"Bilim-Kurgu,Romantik,Dram",1h 43m,İngilizce,-,-
Kurye,22/11/2019 (US),60,Zackary Adler,Zackary Adler,"Aksiyon,Gerilim,Macera,Suç",1h 39m,İngilizce,-,"$4,700,862.00"
İçimdeki Şeytan,11/03/2023 (US),58,Anna Zlokovic,Anna Zlokovic,Korku,1h 34m,İngilizce,-,-
Kaptan Fantastik,11/11/2016 (TR),79,Matt Ross,Matt Ross,"Macera,Dram",1h 58m,İngilizce,"$5,000,000.00","$23,123,592.00"
,23/07/2022 (US),76,Oran Zegman,David A. Goodman,Komedi,1h 37m,İngilizce,"$20,000,000.00",-
Tolkien,10/05/2019 (US),70,Dome Karukoski,,"Savaş,Dram,Romantik",1h 52m,İngilizce,"$20,000,000.00","$8,654,322.00"
RAKİP,05/01/2024 (TR),57,Garth Davis,,"Bilim-Kurgu,Dram",1h 50m,İngilizce,-,-
Peter Pan,25/12/2003 (US),72,P.J. Hogan,,"Macera,Fantastik,Aile",1h 53m,İngilizce,"$100,000,000.00","$121,975,011.00"
Unpregnant,10/09/2020 (US),71,Rachel Lee Goldenberg,,"Dram,Komedi",1h 44m,İngilizce,-,-
,10/11/2017 (TR),67,Kenneth Branagh,,"Gizem,Dram,Suç",1h 54m,İngilizce,"$55,000,000.00","$352,800,000.00"
,02/11/2018 (US),56,Brant Sersen,Brant Sersen,"Korku,Gizem,Gerilim",1h 33m,İngilizce,-,-
Ocean's Twelve,04/02/2005 (TR),66,Steven Soderbergh,George Nolfi,"Gerilim,Suç",2h 5m,İngilizce,"$110,000,000.00","$362,744,280.00"
Senden Nefret Etmemin 10 Sebebi,31/03/1999 (US),76,Gil Junger,Karen McCullah,"Komedi,Romantik,Dram",1h 37m,İngilizce,"$16,000,000.00","$53,478,166.00"
Resmi Sırlar,03/01/2020 (TR),72,Gavin Hood,,"Gerilim,Tarih,Dram",1h 52m,İngilizce,-,-
The Last: Naruto the Movie,06/12/2014 (JP),77,Tsuneo Kobayashi,,"Aksiyon,Romantik,Animasyon",1m,Japonca,-,"$19,800,000.00"
The Matrix Revolutions,05/11/2003 (US),67,Lana Wachowski,,"Macera,Aksiyon,Gerilim,Bilim-Kurgu",2h 9m,İngilizce,"$150,000,000.00","$424,988,211.00"
Ayı Yogi,21/01/2011 (TR),56,Eric Brevig,Brad Copeland,"Komedi,Aile,Animasyon,Macera",1h 20m,İngilizce,"$80,000,000.00","$203,509,374.00"
,25/04/1997 (US),59,Mick Jackson,,"Bilim-Kurgu,Aksiyon,Dram,Gerilim",1h 44m,İngilizce,"$90,000,000.00","$122,823,468.00"
Bağlanmak Yok,21/01/2011 (US),63,Ivan Reitman,,"Komedi,Romantik",1h 47m,İngilizce,"$25,000,000.00","$149,200,000.00"
Ölümsüz Elmaslar,30/12/1971 (GB),64,Guy Hamilton,,"Aksiyon,Gerilim",2h,İngilizce,"$7,200,000.00","$116,019,547.00"
Yıldırım Çarpmış,24/08/2012 (US),61,John Whitesell,Jeff Farley,"Komedi,Aile",1h 34m,İngilizce,"$587,211.00","$587,211.00"
Ağır Abi,13/04/2012 (US),58,Craig Moss,Craig Moss,"Aksiyon,Dram",1h 30m,İngilizce,-,-
Shockwave: Countdown to Disaster,28/12/2019 (US),56,Nick Lyon,Ari Novak,"Aksiyon,Bilim-Kurgu,Macera,Gerilim",1h 30m,İngilizce,-,-
Başkanların Uşağı,16/08/2013 (US),73,Lee Daniels,Danny Strong,Dram,2h 12m,İngilizce,"$25,000,000.00","$115,900,000.00"
Paterson,24/02/2017 (TR),71,Jim Jarmusch,Jim Jarmusch,"Dram,Komedi,Romantik",1h 58m,İngilizce,"$5,000,000.00","$2,152,738.00"
Korkusuz,15/06/2000 (US),60,John Singleton,,"Aksiyon,Macera,Suç,Gerilim",1h 39m,İngilizce,"$46,000,000.00","$107,626,125.00"
New York Çeteleri,14/03/2003 (TR),73,Martin Scorsese,,"Dram,Tarih,Suç",2h 47m,İngilizce,"$100,000,000.00","$193,800,000.00"
Night Train,13/01/2023 (US),58,Shane Stanley,CJ Walley,"Aksiyon,Gerilim,Suç",1h 36m,İngilizce,-,-
,03/11/2023 (TR),84,Sam Wrench,Taylor Swift,Müzik,2h 49m,İngilizce,"$15,000,000.00","$261,656,269.00"
Horton,03/03/2008 (US),65,Steve Martino,,"Animasyon,Komedi,Aile,Macera,Fantastik",1h 26m,İngilizce,"$85,000,000.00","$298,572,799.00"
,26/03/1997 (JP),68,Osamu Kasai,Neil Bligh,"Macera,Aksiyon,Animasyon,Bilim-Kurgu",45m,Japonca,-,-
Consent,11/10/2023 (FR),69,Vanessa Filho,Vanessa Filho,"Tarih,Dram",1h 59m,Fransızca,"$3,700,000.00","$4,686,249.00"
,16/02/1990 (US),64,Clive Barker,,"Korku,Fantastik,Aksiyon",2h,İngilizce,"$11,000,000.00","$8,862,354.00"
,17/01/1992 (US),72,Ernest R. Dickerson,,"Suç,Dram,Gerilim",1h 36m,İngilizce,"$5,000,000.00","$20,146,880.00"
,25/12/2009 (US),73,Jakob Schuh,Julia Donaldson,"Animasyon,Aile",27m,İngilizce,-,-
Çocuk Oyunu 3,30/08/1991 (US),59,Jack Bender,,"Korku,Gerilim",1h 30m,İngilizce,"$13,000,000.00","$20,560,255.00"
Addams Ailesi,24/01/1992 (TR),71,Barry Sonnenfeld,,"Komedi,Fantastik",1h 39m,İngilizce,"$30,000,000.00","$191,502,426.00"
,09/04/2004 (GB),75,Edgar Wright,Edgar Wright,"Korku,Komedi",1h 39m,İngilizce,"$6,100,000.00","$30,100,000.00"
Tatil,08/12/2006 (US),71,Nancy Meyers,Nancy Meyers,"Komedi,Romantik",2h 16m,İngilizce,"$85,000,000.00","$194,168,700.00"
,31/05/2019 (US),58,Tate Taylor,Scotty Landes,"Korku,Gerilim,Gizem",1h 39m,İngilizce,"$5,000,000.00","$51,749,995.00"
Ejder Yürek: İntikam,04/02/2020 (US),69,Ivan Silvestrini,Matthew Feitshans,"Fantastik,Aksiyon,Macera",1h 37m,İngilizce,-,-
Good Boy,03/06/2022 (NO),65,Viljar Bøe,Viljar Bøe,"Korku,Gerilim",1h 16m,Norveççe,"$8,500.00",-
Hayatım Yalan,11/02/2011 (US),67,Dennis Dugan,,"Komedi,Romantik",1h 57m,İngilizce,"$80,000,000.00","$214,945,591.00"
Rüya Ülkesi,16/03/2021 (CA),63,Nicholas Jarecki,,"Gerilim,Suç,Dram",1h 58m,İngilizce,-,"$1,099,426.00"
Doğuştan Yetenekli,11/05/1984 (US),69,Barry Levinson,,Dram,2h 17m,İngilizce,"$28,000,000.00","$48,000,000.00"
Slaughterhouse Kuralları,17/05/2019 (US),56,Crispian Mills,,"Aksiyon,Komedi,Fantastik,Korku",1h 44m,İngilizce,-,"$730,762.00"
Last Looks,04/02/2022 (US),59,Tim Kirkby,Howard Michael Gould,"Aksiyon,Suç,Gerilim",1h 51m,İngilizce,-,"$365,644.00"
Aman Tanrım! 2,09/06/2007 (US),56,Tom Shadyac,,"Fantastik,Komedi,Aile",1h 36m,İngilizce,"$175,000,000.00","$174,400,000.00"
Alamo,09/04/2004 (US),58,John Lee Hancock,,"Tarih,Savaş,Dram",2h 17m,İngilizce,"$107,000,000.00","$25,819,961.00"
,23/10/2015 (US),68,S. Craig Zahler,S. Craig Zahler,"Vahşi Batı,Korku,Dram",2h 13m,İngilizce,"$1,800,000.00","$475,846.00"
,24/04/1998 (TR),58,Mikael Salomon,,"Gerilim,Suç,Aksiyon",1h 37m,İngilizce,"$70,000,000.00","$19,900,000.00"
Dr. Garipaşk,29/01/1964 (US),81,Stanley Kubrick,,"Komedi,Savaş",1h 35m,İngilizce,"$1,800,000.00","$9,500,000.00"
,30/03/2023 (US),72,Anya Adams,Anthony Lombardo,"Romantik,Komedi",1h 38m,İngilizce,-,-
The Temptation of Kimono,27/03/2009 (JP),57,Tadashi Kyouya,,"Dram,Romantik",1h 25m,Japonca,-,-
Kan Bağı,12/08/2016 (US),62,Jean-François Richet,,"Aksiyon,Gerilim,Dram",1h 28m,İngilizce,"$13,000,000.00","$6,903,033.00"
,16/04/2010 (US),71,Matthew Vaughn,,"Aksiyon,Suç",1h 57m,İngilizce,"$28,000,000.00","$96,188,903.00"
,14/02/1997 (US),66,Clint Eastwood,,"Suç,Dram,Aksiyon",2h 1m,İngilizce,"$50,000,000.00","$50,100,000.00"
,19/11/2021 (US),63,David Silverman,Rob LaZebnik,"Animasyon,Komedi,Aile,Macera",1h 25m,İngilizce,-,-
Ani Vuruş,08/12/1983 (US),66,Clint Eastwood,Dean Riesner,"Gerilim,Suç,Aksiyon",1h 57m,İngilizce,"$22,000,000.00","$150,000,000.00"
Müfettiş Gadget,23/07/1999 (US),45,David Kellogg,,"Aksiyon,Macera,Komedi,Aile",1h 18m,İngilizce,"$75,000,000.00","$134,400,000.00"
Ölümsüz Tuck,11/10/2002 (US),66,Jay Russell,,"Dram,Aile,Fantastik,Romantik",1h 30m,İngilizce,"$15,000,000.00","$19,158,074.00"
Sis,08/02/1980 (US),67,John Carpenter,,"Korku,Gizem,Gerilim",1h 26m,İngilizce,"$1,000,000.00","$21,448,830.00"
Lou,23/09/2022 (TR),65,Anna Foerster,,"Aksiyon,Gerilim",1h 47m,İngilizce,-,-
Tükeniş,27/07/2018 (US),60,Ben Young,,"Aksiyon,Dram,Bilim-Kurgu,Gerilim",1h 35m,İngilizce,-,"$1,451,864.00"
Korku Terapisi,09/10/2015 (TR),56,Alejandro Amenábar,,"Korku,Gizem,Gerilim",1h 46m,İngilizce,"$20,000,000.00","$17,671,101.00"
Jamon Jamon,03/09/1992 (ES),62,Bigas Luna,,"Komedi,Dram,Romantik",1h 35m,İspanyolca; Kastilyaca,-,-
,16/08/1995 (US),82,Bryan Singer,Christopher McQuarrie,"Dram,Suç,Gerilim",1h 46m,İngilizce,"$6,000,000.00","$23,300,000.00"
Üşütük Popolar,01/10/1993 (US),70,Jon Turteltaub,,"Komedi,Macera,Dram",1h 38m,İngilizce,"$14,000,000.00","$154,856,263.00"
Nightman,07/09/2023 (DE),70,Mélanie Delloye-Betancourt,,"Gerilim,Korku",1h 41m,İngilizce,-,-
Riddick,04/10/2013 (TR),63,David Twohy,David Twohy,"Bilim-Kurgu,Aksiyon,Gerilim",1h 56m,İngilizce,"$38,000,000.00","$98,337,295.00"
Şeytanın İni,23/09/2011 (US),61,Kevin Smith,,"Korku,Aksiyon,Gerilim",1h 28m,İngilizce,"$4,000,000.00","$1,104,682.00"
Indiana Jones: Kamçılı Adam,23/05/1984 (TR),73,Steven Spielberg,,"Macera,Aksiyon",1h 58m,İngilizce,"$28,000,000.00","$333,000,000.00"
Issız Ev,24/07/2020 (US),56,Dave Franco,,"Korku,Gizem,Gerilim",1h 28m,İngilizce,-,"$4,296,804.00"
Aşka Özgürlük,02/10/2015 (US),73,Peter Sollett,,"Romantik,Dram",1h 43m,İngilizce,"$7,000,000.00","$573,335.00"
Kar Köpekleri,18/01/2002 (US),56,Brian Levant,,"Komedi,Aile,Macera",1h 39m,İngilizce,"$35,000,000.00","$81,000,000.00"
Pokémon the Movie: Hoopa and the Clash of Ages,18/07/2015 (JP),68,Kunihiko Yuyama,,"Aile,Macera,Animasyon,Aksiyon,Fantastik",1h 13m,Japonca,"$150,000,000.00",-
,23/09/2011 (US),73,Bennett Miller,,Dram,2h 13m,İngilizce,"$50,000,000.00","$110,206,216.00"
Ruh,25/12/2008 (US),47,Frank Miller,,"Aksiyon,Komedi,Suç,Fantastik,Dram",1h 43m,İngilizce,"$60,000,000.00","$39,031,337.00"
,08/07/2022 (TR),74,Chris Williams,,"Animasyon,Macera,Aile,Fantastik",1h 59m,İngilizce,-,-
